age,annual_income,employment_years,employment_type,home_ownership,credit_score,existing_debt,loan_amount,loan_term_months,loan_purpose,num_credit_lines,num_late_payments,has_bankruptcy,debt_to_income,approved
62,49865.22,42.5,Salaried,RENT,743.0,0.0,24319.11,24,education,11,1,0,0.488,1
38,13310.62,21.7,Self-Employed,MORTGAGE,595.0,6160.19,5411.51,48,business,12,0,0,0.869,0
66,28496.01,43.1,Salaried,OWN,710.0,0.0,14393.81,36,home_improvement,0,0,0,0.505,1
34,49922.24,10.7,Salaried,OWN,495.0,20226.61,21001.74,36,car,6,2,0,0.826,0
28,74819.79,2.5,Retired,MORTGAGE,639.0,11588.35,22191.84,48,education,10,2,0,0.451,0
37,18570.75,16.3,Salaried,OWN,625.0,6607.96,4067.21,60,debt_consolidation,2,1,0,0.575,0
45,40514.79,21.8,Salaried,MORTGAGE,780.0,13229.26,29093.39,24,medical,4,1,0,1.045,1
52,81214.0,28.9,Salaried,MORTGAGE,636.0,19851.27,39608.93,36,education,14,0,0,0.732,1
61,23724.73,38.6,Salaried,MORTGAGE,705.0,7536.47,13430.64,12,debt_consolidation,11,2,0,0.884,1
29,54972.67,9.2,Self-Employed,RENT,491.0,13030.32,26376.58,60,business,13,1,0,0.717,0
33,50664.83,8.7,Self-Employed,MORTGAGE,618.0,18092.04,30153.36,48,car,14,0,0,0.952,0
66,115518.98,40.9,Salaried,OWN,574.0,66745.8,25507.35,36,debt_consolidation,10,1,0,0.799,1
40,43692.51,19.7,Salaried,OWN,850.0,2132.81,18203.89,60,debt_consolidation,4,2,0,0.465,0
30,44990.19,0.0,Salaried,MORTGAGE,590.0,0.0,22544.46,24,home_improvement,14,1,0,0.501,0
69,75167.92,44.6,Unemployed,RENT,657.0,14105.17,49500.62,48,car,6,0,0,0.846,1
41,25256.17,14.4,Salaried,RENT,661.0,4480.35,23604.8,48,car,8,0,0,1.112,0
69,43895.12,51.8,Self-Employed,MORTGAGE,507.0,8487.77,21135.66,48,education,8,2,0,0.675,0
65,39032.02,41.2,Retired,OWN,603.0,4333.89,10451.99,48,education,8,1,0,0.379,1
65,45731.57,40.8,Salaried,OWN,686.0,17417.56,7356.9,24,medical,8,0,0,0.542,1
48,74922.03,25.8,Self-Employed,MORTGAGE,658.0,3206.71,16410.7,12,car,11,1,0,0.262,1
59,64671.81,34.6,Self-Employed,MORTGAGE,443.0,20540.82,15855.98,24,car,2,1,0,0.563,0
67,33713.68,43.4,Salaried,RENT,599.0,11657.17,500.0,60,medical,6,1,1,0.361,1
31,52488.51,9.4,Retired,RENT,742.0,15613.75,13902.58,36,debt_consolidation,8,0,0,0.562,1
19,103282.25,0.0,Self-Employed,RENT,703.0,33367.55,56118.22,36,business,8,1,0,0.866,1
34,32348.31,10.3,Salaried,MORTGAGE,760.0,12693.16,13427.13,12,car,10,2,0,0.807,1
51,52711.21,25.0,Self-Employed,RENT,561.0,13601.33,18358.0,36,education,5,1,0,0.606,0
46,44507.8,19.4,Salaried,RENT,765.0,8813.68,3365.21,36,debt_consolidation,14,0,0,0.274,1
22,47500.59,0.2,Salaried,MORTGAGE,646.0,15340.58,28979.25,36,debt_consolidation,0,1,0,0.933,0
47,21691.4,26.2,Unemployed,MORTGAGE,793.0,7376.27,10896.95,36,debt_consolidation,10,3,0,0.842,0
27,99248.43,0.0,Self-Employed,RENT,650.0,38057.02,39442.68,12,car,2,1,0,0.781,0
44,33283.73,25.0,Salaried,MORTGAGE,466.0,0.0,500.0,12,medical,9,2,0,0.015,1
47,81882.12,28.1,Unemployed,RENT,726.0,18216.34,24715.75,60,business,0,3,0,0.524,1
51,35929.42,32.9,Salaried,OWN,610.0,3240.65,17488.42,48,education,3,1,0,0.577,0
39,35855.34,18.2,Salaried,RENT,616.0,11980.87,14137.28,48,car,5,0,0,0.728,0
39,89909.75,19.5,Salaried,OWN,519.0,32278.17,39415.32,60,education,1,0,0,0.797,0
53,80574.89,39.7,Retired,RENT,796.0,16827.11,43275.91,36,home_improvement,4,1,0,0.746,1
56,54411.62,32.8,Salaried,MORTGAGE,603.0,7650.81,23448.57,48,home_improvement,9,0,0,0.572,1
60,71723.61,33.8,Salaried,OWN,792.0,24353.36,38008.85,36,business,2,2,0,0.869,1
35,42434.78,6.9,Salaried,RENT,611.0,9760.58,9814.75,24,business,9,3,0,0.461,1
40,48816.14,25.0,Self-Employed,MORTGAGE,567.0,22649.22,7588.26,36,business,7,2,0,0.619,0
35,35213.61,20.1,Salaried,MORTGAGE,769.0,18168.21,17447.36,60,business,12,0,0,1.011,1
45,77036.34,19.3,Retired,OWN,643.0,30822.75,41328.59,36,medical,9,0,0,0.937,0
24,34658.33,0.0,Salaried,OWN,644.0,9874.11,17460.69,24,business,6,2,0,0.789,1
40,103009.67,16.7,Salaried,OWN,535.0,53960.2,43914.8,48,debt_consolidation,12,1,0,0.95,0
27,41859.87,9.9,Retired,OWN,609.0,11976.45,14031.09,12,debt_consolidation,2,4,0,0.621,1
45,49526.06,17.9,Salaried,MORTGAGE,689.0,8821.63,21900.29,48,business,8,4,0,0.62,0
62,71636.79,32.1,Retired,RENT,533.0,10652.31,34089.08,48,debt_consolidation,3,0,0,0.625,1
69,49609.23,55.7,Unemployed,RENT,601.0,7167.28,24202.33,36,home_improvement,6,0,0,0.632,0
41,42236.74,20.2,Self-Employed,MORTGAGE,612.0,10518.83,38918.11,24,car,7,1,0,1.17,0
20,48290.41,0.0,Salaried,MORTGAGE,656.0,15427.0,10422.97,36,education,8,2,0,0.535,0
29,76642.66,6.2,Salaried,RENT,783.0,2891.46,80106.8,48,home_improvement,4,2,0,1.083,1
23,35191.99,2.9,Salaried,RENT,623.0,6428.21,5230.79,60,business,9,2,0,0.331,0
57,46022.31,28.9,Salaried,MORTGAGE,588.0,12974.96,21958.8,48,car,2,0,0,0.759,1
69,49273.58,43.6,Self-Employed,MORTGAGE,850.0,17075.46,7934.6,24,medical,2,1,0,0.508,1
46,75530.56,24.4,Salaried,MORTGAGE,611.0,18588.95,34838.38,24,medical,1,0,0,0.707,0
27,46633.63,0.0,Salaried,OWN,633.0,13368.75,27813.44,48,debt_consolidation,7,2,0,0.883,0
19,121073.07,0.0,Salaried,RENT,618.0,7775.51,49218.21,48,business,6,2,0,0.471,0
68,45330.29,44.5,Salaried,MORTGAGE,625.0,5132.84,26954.12,12,home_improvement,12,2,0,0.708,1
34,43527.93,10.8,Salaried,MORTGAGE,657.0,10484.6,13722.77,24,education,5,1,0,0.556,0
23,45002.98,0.0,Self-Employed,MORTGAGE,733.0,14697.19,500.0,12,education,8,0,0,0.338,1
27,25379.05,1.0,Salaried,MORTGAGE,686.0,7225.3,13332.68,36,debt_consolidation,14,1,0,0.81,1
31,29191.61,1.7,Salaried,MORTGAGE,747.0,3581.12,11855.52,48,business,9,1,0,0.529,0
52,37596.51,30.6,Self-Employed,RENT,744.0,8065.04,11432.24,60,debt_consolidation,12,0,0,0.519,1
64,86501.32,40.8,Self-Employed,RENT,669.0,41241.73,27497.71,12,car,7,0,0,0.795,1
32,48215.56,4.5,Unemployed,RENT,684.0,15990.15,23206.94,36,home_improvement,2,2,0,0.813,1
53,38471.69,31.3,Unemployed,MORTGAGE,750.0,8679.98,9121.38,36,home_improvement,6,2,1,0.463,0
21,90514.68,0.0,Salaried,OWN,550.0,8700.68,42998.9,36,debt_consolidation,11,1,0,0.571,0
18,106466.81,0.0,Salaried,OWN,850.0,15224.15,67896.8,12,debt_consolidation,1,2,0,0.781,1
20,91829.72,0.0,Unemployed,RENT,604.0,23048.21,74567.02,24,debt_consolidation,7,0,0,1.063,1
66,31998.84,46.7,Self-Employed,OWN,618.0,9324.21,21788.18,24,medical,7,3,0,0.972,1
48,38268.24,21.1,Retired,RENT,541.0,12813.53,16545.24,48,debt_consolidation,13,0,0,0.767,1
59,121402.66,37.3,Salaried,MORTGAGE,544.0,37416.04,54817.31,48,education,14,1,0,0.76,1
19,55302.3,0.0,Retired,OWN,738.0,10754.34,17693.99,48,home_improvement,9,1,0,0.514,1
19,42881.1,0.0,Retired,MORTGAGE,850.0,7432.76,13158.98,36,debt_consolidation,3,0,0,0.48,1
62,70204.94,44.6,Salaried,RENT,599.0,39107.54,40326.16,36,debt_consolidation,3,0,0,1.131,0
23,81117.14,3.1,Salaried,RENT,681.0,13508.43,27457.99,24,business,8,1,0,0.505,1
26,36837.63,8.5,Salaried,RENT,670.0,2071.91,17432.3,12,business,2,2,0,0.529,0
44,54705.52,23.3,Salaried,RENT,740.0,229.35,11351.29,24,education,10,3,0,0.212,0
49,77907.7,28.6,Salaried,MORTGAGE,850.0,15349.5,52514.66,24,education,14,0,0,0.871,1
29,27442.73,0.0,Salaried,RENT,787.0,10730.04,9207.27,60,home_improvement,2,1,0,0.727,0
41,49324.33,17.7,Unemployed,OWN,629.0,8069.85,30462.5,60,business,13,0,0,0.781,1
53,28079.78,30.1,Salaried,RENT,698.0,13243.19,7279.27,48,car,0,3,0,0.731,1
41,29977.72,23.9,Unemployed,MORTGAGE,707.0,7461.69,7454.2,48,medical,7,0,0,0.498,1
37,36991.74,13.0,Salaried,RENT,648.0,15404.61,24621.94,48,medical,5,0,0,1.082,0
21,62227.96,0.1,Unemployed,MORTGAGE,551.0,8484.27,17100.15,48,car,8,2,0,0.411,0
41,41730.55,19.9,Salaried,MORTGAGE,578.0,5786.67,3606.35,48,home_improvement,7,0,1,0.225,1
59,35446.89,41.6,Salaried,MORTGAGE,753.0,9345.82,6806.22,24,car,8,1,0,0.456,1
50,50300.85,27.5,Unemployed,MORTGAGE,763.0,16216.15,28738.97,60,business,1,0,0,0.894,1
64,27626.17,45.3,Salaried,OWN,631.0,6164.96,15253.07,48,medical,11,4,0,0.775,0
24,60742.66,0.0,Salaried,OWN,673.0,17850.43,15033.8,24,medical,14,1,0,0.541,0
18,86309.36,0.0,Salaried,MORTGAGE,758.0,29196.12,23619.1,36,home_improvement,7,0,0,0.612,1
46,47117.42,14.9,Self-Employed,MORTGAGE,497.0,1739.77,25189.12,48,home_improvement,12,3,0,0.572,0
27,44297.14,8.1,Self-Employed,OWN,610.0,8808.9,29377.16,60,education,1,0,0,0.862,0
48,59084.28,28.7,Salaried,MORTGAGE,832.0,10174.17,22820.72,36,debt_consolidation,10,0,0,0.558,1
65,17778.86,46.6,Retired,MORTGAGE,677.0,3190.98,9082.29,36,debt_consolidation,4,2,0,0.69,0
35,64113.4,10.3,Salaried,RENT,548.0,19941.3,36845.11,36,education,10,2,0,0.886,0
46,231177.92,21.7,Unemployed,OWN,661.0,40290.05,192016.53,36,medical,8,0,0,1.005,1
53,46104.32,30.5,Self-Employed,RENT,742.0,0.0,7785.03,24,car,0,0,0,0.169,1
25,46186.25,8.8,Salaried,OWN,421.0,9907.98,12297.33,12,home_improvement,5,2,1,0.481,0
64,71097.22,48.8,Self-Employed,MORTGAGE,666.0,6422.86,21237.12,36,medical,6,0,1,0.389,1
28,111598.88,9.2,Salaried,RENT,616.0,36208.23,63109.71,36,home_improvement,12,0,0,0.89,1
60,79816.37,39.3,Self-Employed,RENT,502.0,29600.26,27905.12,48,debt_consolidation,1,0,0,0.72,1
52,16683.85,35.3,Self-Employed,MORTGAGE,657.0,0.0,7715.43,36,medical,14,2,0,0.462,1
25,64971.2,2.0,Salaried,RENT,638.0,8697.38,27571.74,36,car,0,1,0,0.558,0
55,177365.01,31.4,Self-Employed,OWN,648.0,53742.65,71007.63,36,debt_consolidation,3,2,0,0.703,1
28,66917.82,5.5,Salaried,RENT,619.0,2587.63,28204.48,48,education,2,0,0,0.46,1
49,27520.85,23.1,Self-Employed,MORTGAGE,558.0,10111.14,16677.09,36,business,13,2,0,0.973,0
67,56438.95,44.3,Salaried,RENT,519.0,22993.09,11619.81,36,car,8,0,0,0.613,1
67,25839.42,40.5,Retired,MORTGAGE,588.0,5831.9,9568.56,24,medical,10,2,0,0.596,0
63,90798.85,45.1,Unemployed,RENT,727.0,12159.17,14250.38,12,medical,10,0,0,0.291,1
43,30395.77,23.2,Salaried,RENT,671.0,0.0,13535.58,60,medical,8,0,0,0.445,1
47,50874.74,30.7,Self-Employed,RENT,644.0,18930.68,18360.4,24,car,4,1,0,0.733,0
33,31923.89,4.5,Self-Employed,OWN,556.0,17570.29,19596.44,36,debt_consolidation,1,0,0,1.164,0
65,37301.02,50.6,Self-Employed,MORTGAGE,616.0,19372.2,14884.43,24,debt_consolidation,6,0,0,0.918,0
42,103060.9,13.7,Salaried,MORTGAGE,716.0,22751.1,32075.87,36,education,6,1,0,0.532,1
58,51623.31,31.2,Self-Employed,RENT,695.0,4444.7,18102.13,48,education,6,2,1,0.437,0
36,37063.9,11.5,Salaried,OWN,607.0,13922.82,27600.92,48,debt_consolidation,14,0,0,1.12,0
56,27650.14,39.2,Unemployed,OWN,415.0,6386.34,2377.47,60,home_improvement,1,0,0,0.317,0
29,19228.51,7.9,Salaried,MORTGAGE,589.0,6186.19,5278.16,24,home_improvement,9,0,0,0.596,0
56,26222.15,33.0,Salaried,MORTGAGE,607.0,7746.36,10677.7,36,medical,2,4,0,0.703,0
20,51843.23,0.0,Self-Employed,OWN,568.0,13684.05,14138.41,60,medical,8,2,0,0.537,0
23,80026.8,0.0,Salaried,MORTGAGE,613.0,32353.0,39864.26,36,business,10,2,0,0.902,1
36,37042.61,18.5,Salaried,OWN,723.0,15181.92,14398.57,48,home_improvement,0,1,0,0.799,1
43,107502.76,24.2,Self-Employed,RENT,647.0,18447.13,48504.92,48,business,6,0,0,0.623,1
54,34243.42,37.4,Salaried,RENT,739.0,3819.28,14504.34,24,medical,4,2,0,0.535,0
36,43520.79,15.6,Salaried,MORTGAGE,514.0,0.0,16511.39,60,debt_consolidation,7,1,0,0.379,0
18,28572.83,0.0,Self-Employed,RENT,623.0,5659.59,4052.63,36,education,7,1,0,0.34,0
34,80449.17,7.0,Salaried,RENT,475.0,6918.73,35012.97,48,home_improvement,7,0,0,0.521,1
40,139910.09,19.9,Salaried,MORTGAGE,612.0,43775.0,6620.3,24,business,9,1,0,0.36,0
46,20314.53,22.5,Salaried,OWN,556.0,4055.19,5395.7,36,car,3,3,0,0.465,0
51,41229.9,26.8,Salaried,RENT,765.0,8900.95,20525.94,36,car,12,1,0,0.714,1
30,92262.21,3.6,Self-Employed,MORTGAGE,687.0,34302.62,58857.52,24,business,12,3,0,1.01,0
49,23778.27,30.8,Salaried,RENT,741.0,7361.47,20684.32,60,home_improvement,6,0,0,1.179,1
50,65078.01,29.8,Retired,MORTGAGE,611.0,15130.41,20457.22,24,education,13,1,1,0.547,0
58,90285.86,38.0,Salaried,RENT,558.0,45410.52,20492.64,36,business,4,1,0,0.73,0
45,50976.21,20.5,Unemployed,MORTGAGE,555.0,18388.26,25715.29,12,education,3,1,0,0.865,0
60,64545.88,38.7,Salaried,MORTGAGE,674.0,12110.15,49958.11,48,car,4,1,0,0.962,1
29,118237.57,1.6,Self-Employed,RENT,813.0,22974.98,83540.63,36,home_improvement,11,0,0,0.901,1
55,129860.14,32.5,Salaried,MORTGAGE,687.0,47821.9,25060.95,36,home_improvement,2,4,0,0.561,1
20,47525.25,0.0,Salaried,OWN,616.0,13327.36,17674.55,48,business,4,3,0,0.652,0
23,37564.36,0.0,Salaried,MORTGAGE,633.0,3073.74,21414.44,48,car,2,1,0,0.652,0
62,30946.34,38.7,Self-Employed,RENT,647.0,11889.8,18070.87,60,home_improvement,6,0,0,0.968,0
42,79896.08,29.5,Salaried,MORTGAGE,832.0,35041.21,41415.92,60,car,4,1,0,0.957,1
50,24688.98,20.8,Salaried,MORTGAGE,761.0,10547.34,7659.76,36,debt_consolidation,12,1,0,0.737,1
49,43205.06,22.0,Self-Employed,MORTGAGE,673.0,20799.45,22319.43,48,home_improvement,11,3,0,0.998,0
54,51603.51,32.9,Self-Employed,MORTGAGE,660.0,28917.56,30232.96,12,business,13,1,0,1.146,0
30,38120.17,15.1,Salaried,OWN,677.0,19421.99,8142.32,24,medical,6,0,0,0.723,1
27,56382.28,5.8,Self-Employed,MORTGAGE,694.0,16976.66,37553.26,36,business,7,1,0,0.967,0
20,176708.48,0.8,Unemployed,OWN,613.0,38652.47,105740.92,36,medical,12,0,0,0.817,0
62,46129.17,38.6,Salaried,RENT,574.0,0.0,11606.45,36,debt_consolidation,10,1,0,0.252,1
29,39430.59,5.0,Self-Employed,OWN,743.0,9921.93,23066.18,36,car,14,2,0,0.837,0
47,81443.59,25.3,Salaried,RENT,652.0,26702.94,45822.02,48,debt_consolidation,14,0,0,0.89,1
41,55259.29,16.4,Salaried,MORTGAGE,735.0,14175.83,31510.53,60,debt_consolidation,1,2,0,0.827,1
26,100676.52,6.9,Self-Employed,MORTGAGE,798.0,0.0,72003.3,24,home_improvement,3,1,0,0.715,1
39,53228.21,10.6,Self-Employed,MORTGAGE,697.0,11018.6,21179.91,36,debt_consolidation,10,0,0,0.605,1
22,43294.83,3.6,Salaried,OWN,682.0,15014.64,20188.56,12,business,1,1,0,0.813,0
27,20093.22,5.2,Self-Employed,MORTGAGE,850.0,1931.21,500.0,24,education,1,2,0,0.121,1
25,21810.19,2.1,Salaried,RENT,669.0,5994.61,13591.34,60,business,2,1,0,0.898,0
60,19577.78,31.4,Self-Employed,MORTGAGE,552.0,6161.99,11823.36,12,home_improvement,1,1,0,0.919,0
47,59258.8,21.1,Salaried,RENT,625.0,24752.11,39774.91,24,education,9,3,0,1.089,0
66,24806.85,48.8,Self-Employed,OWN,790.0,12574.36,5275.52,36,home_improvement,4,1,0,0.72,0
40,91838.67,17.2,Retired,RENT,534.0,17754.81,54406.06,24,education,14,1,0,0.786,0
28,49767.79,7.1,Salaried,MORTGAGE,582.0,13813.73,30047.3,36,education,1,2,0,0.881,0
49,43386.63,23.5,Salaried,OWN,750.0,12246.33,11706.44,60,debt_consolidation,6,0,0,0.552,1
66,32146.94,43.9,Salaried,MORTGAGE,626.0,11168.05,19647.98,48,education,9,3,0,0.959,0
45,66911.72,17.5,Salaried,MORTGAGE,640.0,22121.71,32961.26,36,home_improvement,5,3,0,0.823,1
18,32785.81,0.0,Retired,OWN,747.0,15204.45,1980.19,48,home_improvement,10,1,0,0.524,0
33,29950.79,12.5,Unemployed,RENT,585.0,0.0,15481.45,60,business,12,1,0,0.517,0
66,88802.93,45.3,Unemployed,OWN,518.0,27768.96,21895.13,24,medical,9,3,0,0.559,1
44,58530.93,18.4,Retired,MORTGAGE,525.0,18912.03,3793.6,48,debt_consolidation,9,0,0,0.388,1
67,43587.92,43.6,Salaried,OWN,702.0,9359.01,20630.63,48,debt_consolidation,8,1,1,0.688,1
44,67556.29,24.1,Self-Employed,OWN,673.0,0.0,26139.82,48,debt_consolidation,14,0,0,0.387,1
18,49240.21,0.0,Salaried,MORTGAGE,588.0,11859.53,33520.9,12,education,11,1,0,0.922,0
63,59367.76,39.9,Self-Employed,RENT,546.0,8514.28,25904.76,48,medical,0,1,0,0.58,0
57,32583.98,42.6,Self-Employed,OWN,626.0,16347.16,18107.04,48,medical,11,1,0,1.057,0
55,138026.27,29.2,Self-Employed,MORTGAGE,750.0,42276.58,69256.32,48,debt_consolidation,2,2,0,0.808,1
68,36687.45,50.3,Salaried,RENT,575.0,4794.22,22166.24,24,home_improvement,13,1,0,0.735,0
28,106724.73,1.4,Unemployed,MORTGAGE,590.0,0.0,23769.58,24,home_improvement,4,0,0,0.223,1
65,44603.41,45.6,Self-Employed,OWN,543.0,15102.39,19612.45,48,business,10,2,0,0.778,0
30,73390.41,10.8,Retired,OWN,617.0,26011.2,27290.43,48,debt_consolidation,11,2,0,0.726,0
68,70764.43,44.0,Salaried,MORTGAGE,680.0,15400.71,37557.28,60,medical,5,2,0,0.748,1
27,86979.34,0.1,Salaried,RENT,840.0,29620.93,39241.83,36,home_improvement,14,2,0,0.792,0
46,32198.92,16.1,Unemployed,RENT,670.0,6367.64,8925.3,24,business,7,2,0,0.475,1
59,83936.66,34.5,Unemployed,RENT,645.0,34420.94,27901.66,48,home_improvement,6,1,0,0.742,1
22,123404.14,2.1,Salaried,MORTGAGE,728.0,49226.25,90048.07,48,car,7,1,0,1.129,0
21,43073.08,0.0,Salaried,RENT,713.0,179.24,2633.05,36,education,4,0,0,0.065,1
62,49878.88,40.4,Salaried,RENT,598.0,2031.13,27028.02,48,business,1,3,0,0.583,1
21,37732.49,0.0,Unemployed,RENT,850.0,20929.92,24461.57,36,car,14,3,0,1.203,0
49,41224.25,26.1,Salaried,OWN,648.0,16070.43,21262.13,24,car,12,0,0,0.906,1
66,115348.29,39.4,Salaried,RENT,671.0,6995.05,91609.8,24,car,12,0,0,0.855,1
49,29669.73,26.7,Salaried,RENT,700.0,428.52,17436.99,24,home_improvement,13,2,0,0.602,0
43,30605.67,19.0,Salaried,OWN,681.0,8605.27,14593.54,48,business,9,1,0,0.758,1
39,109694.06,12.2,Salaried,OWN,787.0,8627.73,33638.13,24,education,14,0,0,0.385,1
51,66988.36,26.4,Retired,OWN,597.0,13564.73,32190.15,60,business,14,2,0,0.683,0
47,141518.41,21.3,Retired,OWN,721.0,34375.97,75901.47,24,business,3,1,0,0.779,1
44,39135.32,16.7,Salaried,MORTGAGE,665.0,9252.93,15681.53,48,car,6,4,0,0.637,0
25,52215.81,7.3,Retired,MORTGAGE,738.0,21877.42,13128.87,36,business,1,0,0,0.67,1
52,35230.29,28.6,Self-Employed,MORTGAGE,631.0,18503.42,5607.09,24,debt_consolidation,10,2,0,0.684,0
56,52662.06,25.2,Self-Employed,MORTGAGE,618.0,9382.39,23017.61,36,home_improvement,1,4,0,0.615,0
54,20190.18,29.5,Salaried,RENT,716.0,1623.31,2098.5,60,car,11,1,0,0.184,1
21,69042.48,2.7,Self-Employed,MORTGAGE,682.0,21287.66,21105.7,60,debt_consolidation,12,1,0,0.614,0
54,57626.46,29.0,Retired,MORTGAGE,576.0,28509.08,500.0,24,debt_consolidation,6,2,0,0.503,0
55,47630.22,39.0,Unemployed,OWN,771.0,9026.77,26987.46,36,car,9,1,0,0.756,0
27,40328.67,1.6,Salaried,OWN,716.0,15226.24,25439.7,24,debt_consolidation,14,1,0,1.008,0
62,31339.14,42.0,Salaried,RENT,643.0,3899.52,13030.49,36,business,11,3,0,0.54,0
45,70534.45,27.1,Salaried,MORTGAGE,608.0,17858.67,54049.97,36,education,6,2,0,1.019,0
42,27294.9,21.8,Self-Employed,RENT,683.0,2066.46,18273.32,60,business,13,0,0,0.745,0
55,63319.46,27.5,Salaried,OWN,709.0,15932.75,31403.74,48,education,0,1,1,0.748,0
44,138306.25,18.2,Salaried,RENT,507.0,32160.59,52190.85,24,home_improvement,3,0,0,0.61,1
46,103028.48,28.7,Self-Employed,RENT,684.0,35155.22,34011.8,60,education,4,3,1,0.671,0
34,23096.49,8.8,Unemployed,OWN,709.0,11934.17,11836.91,48,debt_consolidation,5,0,0,1.029,0
66,37482.56,47.9,Self-Employed,OWN,438.0,7184.12,13934.32,24,education,10,1,0,0.563,1
68,60519.77,44.3,Self-Employed,RENT,668.0,0.0,30843.66,48,medical,11,0,0,0.51,1
24,47328.08,2.6,Salaried,RENT,713.0,10397.24,24823.14,36,car,0,4,0,0.744,0
56,24350.24,28.5,Self-Employed,OWN,702.0,7180.83,8622.03,36,home_improvement,3,2,0,0.649,1
19,59436.15,0.0,Unemployed,MORTGAGE,722.0,16659.06,36800.32,24,business,12,0,0,0.899,0
37,48775.9,11.5,Salaried,MORTGAGE,621.0,11042.21,17280.8,24,home_improvement,7,0,0,0.581,0
68,127664.72,46.9,Unemployed,MORTGAGE,556.0,60405.49,51610.72,24,home_improvement,4,2,0,0.877,1
27,43190.92,5.4,Salaried,RENT,488.0,11680.21,8832.33,48,medical,6,3,0,0.475,0
37,87904.1,16.9,Self-Employed,OWN,748.0,20594.22,30403.98,24,home_improvement,9,3,0,0.58,0
29,26015.71,5.0,Unemployed,OWN,713.0,3469.04,21635.7,36,home_improvement,8,0,0,0.965,0
55,29319.13,29.3,Unemployed,RENT,755.0,0.0,6447.94,60,debt_consolidation,12,2,0,0.22,1
42,70321.37,20.7,Salaried,MORTGAGE,585.0,21053.15,34284.65,60,medical,14,0,0,0.787,0
48,84277.09,21.9,Salaried,RENT,722.0,24171.74,26050.2,48,debt_consolidation,12,0,0,0.596,1
67,30372.83,49.3,Retired,OWN,515.0,2766.98,500.0,48,business,1,1,0,0.108,1
45,49614.51,22.5,Salaried,RENT,572.0,12073.4,25392.41,60,debt_consolidation,6,0,0,0.755,1
56,24568.25,32.7,Salaried,OWN,661.0,5611.94,7094.7,48,debt_consolidation,7,1,0,0.517,0
23,44774.32,2.8,Salaried,MORTGAGE,710.0,6999.34,20766.7,36,business,9,2,0,0.62,1
29,74493.07,6.7,Self-Employed,MORTGAGE,801.0,9758.84,44542.67,12,education,14,1,0,0.729,1
67,39439.41,38.4,Self-Employed,MORTGAGE,628.0,12256.28,17626.25,24,medical,6,0,0,0.758,1
62,43281.59,35.8,Salaried,RENT,572.0,9354.37,20154.5,36,medical,5,1,1,0.682,0
52,27864.32,34.2,Self-Employed,RENT,567.0,4495.93,6308.82,24,home_improvement,13,3,0,0.388,0
37,35447.95,15.3,Self-Employed,MORTGAGE,588.0,4280.31,19190.28,36,education,11,0,0,0.662,1
28,118072.66,0.0,Self-Employed,RENT,850.0,27216.01,42749.76,12,car,6,2,0,0.593,1
62,50841.21,41.4,Salaried,RENT,718.0,19760.58,500.0,36,business,13,1,0,0.399,1
58,29698.33,33.8,Self-Employed,MORTGAGE,750.0,8345.11,16792.89,36,business,4,1,0,0.846,0
30,41882.11,4.5,Self-Employed,OWN,628.0,8980.85,26243.19,24,debt_consolidation,3,1,0,0.841,0
48,22054.81,21.4,Salaried,OWN,650.0,6534.26,15355.1,48,education,0,1,1,0.992,0
50,29522.86,32.0,Self-Employed,MORTGAGE,713.0,13422.8,24626.92,24,business,1,1,0,1.289,0
42,96777.51,12.1,Self-Employed,MORTGAGE,604.0,31313.53,53683.15,36,car,12,0,1,0.878,0
66,45650.0,40.6,Salaried,RENT,624.0,13194.23,22952.57,24,education,1,0,0,0.792,0
24,126167.43,2.5,Self-Employed,MORTGAGE,589.0,43626.1,78010.53,48,medical,11,2,0,0.964,0
31,46738.62,15.3,Salaried,OWN,610.0,10576.85,10404.06,60,home_improvement,1,1,0,0.449,1
22,48146.83,2.2,Salaried,MORTGAGE,654.0,13366.05,3158.73,12,home_improvement,3,0,0,0.343,1
54,67538.09,28.6,Unemployed,RENT,576.0,11931.06,20571.98,48,education,5,2,0,0.481,0
51,12883.55,35.1,Salaried,MORTGAGE,676.0,224.39,8444.51,60,business,3,3,0,0.673,0
69,54310.33,41.6,Retired,MORTGAGE,676.0,16370.51,14543.23,60,education,1,0,0,0.569,1
46,47834.71,25.1,Self-Employed,OWN,634.0,14446.18,23588.35,48,medical,14,1,0,0.795,0
25,103055.14,5.0,Salaried,RENT,576.0,21316.24,53038.3,36,debt_consolidation,6,2,0,0.722,0
41,79406.83,15.5,Salaried,RENT,659.0,32189.4,35642.0,12,debt_consolidation,6,1,0,0.854,0
22,27810.09,2.8,Salaried,RENT,605.0,3942.34,4017.82,12,business,11,0,0,0.286,1
52,91223.64,27.9,Self-Employed,OWN,654.0,0.0,42742.03,24,medical,13,0,1,0.469,0
53,42995.16,33.8,Salaried,RENT,749.0,6252.9,13573.11,36,debt_consolidation,4,0,0,0.461,1
62,31187.52,32.6,Self-Employed,OWN,537.0,588.17,23096.61,60,car,6,0,1,0.759,0
35,54097.95,14.3,Unemployed,OWN,846.0,16267.55,33939.74,24,home_improvement,7,2,0,0.928,0
34,44294.48,10.4,Retired,RENT,643.0,6076.69,14295.66,36,education,3,0,0,0.46,0
21,105792.26,3.6,Unemployed,RENT,687.0,42073.94,79677.15,60,education,1,1,0,1.151,0
